dtg,mac,rssi,ssid,oui,count
"2015-09-17 12:33:37.377810",0c:48:85:f3:0b:ba,-73,<None>,"LG Electronics",
"2015-09-17 12:33:52.697000",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:33:52.752268",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:33:57.101411",90:3c:92:62:74:9c,-77,<None>,Apple,
"2015-09-17 12:33:57.154147",90:3c:92:62:74:9c,-73,<None>,Apple,
"2015-09-17 12:34:15.968776",8c:3a:e3:94:ac:6b,-77,<None>,"LG Electronics",
"2015-09-17 12:34:16.668549",40:0e:85:28:61:1c,-73,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-17 12:34:18.536998",c0:bd:d1:9c:01:01,-73,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:34:24.749577",f0:cb:a1:49:4a:7c,-77,<None>,Apple,
"2015-09-17 12:34:31.037844",d4:d9:19:26:38:b1,-75,HERO-RC-7A5513,GoPro,
"2015-09-17 12:34:32.410674",cc:3a:61:0e:bb:3e,-77,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-17 12:34:34.425741",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:34:34.481345",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:34:40.127913",34:23:ba:b1:0d:b7,-79,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-17 12:34:40.182216",34:23:ba:b1:0d:b7,-73,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-17 12:34:49.693076",10:a5:d0:f0:c1:22,-75,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:34:50.728436",58:3f:54:b2:ae:cc,-77,<None>,"LG Electronics (Mobile Communications)",
"2015-09-17 12:34:58.398018",10:a5:d0:c5:a3:04,-73,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:35:01.247998",30:f7:c5:8f:5b:99,-41,<None>,Apple,
"2015-09-17 12:35:04.880480",30:f7:c5:8f:5b:99,-47,<None>,Apple,
"2015-09-17 12:35:08.709965",30:f7:c5:8f:5b:99,-55,<None>,Apple,
"2015-09-17 12:35:12.557134",30:f7:c5:8f:5b:99,-55,<None>,Apple,
"2015-09-17 12:35:16.387583",30:f7:c5:8f:5b:99,-53,<None>,Apple,
"2015-09-17 12:35:20.238067",30:f7:c5:8f:5b:99,-57,<None>,Apple,
"2015-09-17 12:35:22.394942",d8:55:a3:c4:c9:ca,-77,<None>,"zte corporation",
"2015-09-17 12:35:24.383704",a4:5e:60:6e:43:3f,-73,<None>,Apple,
"2015-09-17 12:35:24.450840",a4:5e:60:6e:43:3f,-77,<None>,Apple,
"2015-09-17 12:35:27.255204",48:43:7c:c3:b9:c5,-73,nyu,Apple,
"2015-09-17 12:35:27.573544",10:a5:d0:c5:a3:04,-75,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:35:27.662431",10:a5:d0:c5:a3:04,-77,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:35:27.771725",2e:b3:61:70:a4:df,-69,<None>,"Admin OUI",
"2015-09-17 12:35:27.869301",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:35:27.949116",10:a5:d0:f0:c1:22,-75,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:35:28.038898",10:a5:d0:f0:c1:22,-73,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:35:28.123202",30:f7:c5:8f:5b:99,-59,<None>,Apple,
"2015-09-17 12:36:03.069103",10:a5:d0:f0:c1:22,-77,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:36:03.126406",10:a5:d0:f0:c1:22,-75,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:36:23.153041",10:a5:d0:f0:c1:22,-73,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:36:28.283459",fc:c2:de:55:9f:bf,-73,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-17 12:36:28.342040",fc:c2:de:55:9f:bf,-77,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-17 12:36:28.578076",e8:50:8b:c4:29:ce,-73,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:36:28.630868",e8:50:8b:c4:29:ce,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:36:32.389038",4a:d2:64:49:d2:7f,-75,<None>,"Admin OUI",
"2015-09-17 12:36:53.039710",a2:e9:7b:29:10:b1,-73,<None>,"Admin OUI",
"2015-09-17 12:37:08.620148",cc:3a:61:38:36:f2,-73,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-17 12:37:14.760204",ae:ac:21:b2:8c:eb,-81,<None>,"Admin OUI",
"2015-09-17 12:37:21.029342",48:43:7c:c3:b9:c5,-49,nyu,Apple,
"2015-09-17 12:37:31.927542",78:4b:87:76:4e:53,-79,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:37:35.611055",98:d6:f7:6a:a7:2e,-75,<None>,"LG Electronics",
"2015-09-17 12:37:42.203624",e4:90:7e:7e:c3:e3,-77,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-17 12:37:42.250170",e4:90:7e:7e:c3:e3,-75,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-17 12:37:42.308250",e4:90:7e:7e:c3:e3,-77,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-17 12:37:42.359899",e4:90:7e:7e:c3:e3,-73,<None>,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-17 12:37:42.620273",2e:b3:61:70:a4:df,-69,<None>,"Admin OUI",
"2015-09-17 12:37:47.847419",00:0b:6b:a9:da:b3,-77,CASTLEINTHECLOUDS,"Wistron Neweb Corp.",
"2015-09-17 12:37:51.389702",6c:f0:49:48:92:47,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:37:51.829088",00:0b:6b:a9:da:b3,-77,13752087,"Wistron Neweb Corp.",
"2015-09-17 12:37:54.721068",28:5a:eb:55:b3:48,-81,<None>,Apple,
"2015-09-17 12:38:17.086352",a0:99:9b:11:5b:d3,-49,nyu,Apple,
"2015-09-17 12:38:17.140690",a0:99:9b:11:5b:d3,-47,nyu,Apple,
"2015-09-17 12:38:20.919604",a8:a6:68:2c:8e:7a,-75,<None>,"zte corporation",
"2015-09-17 12:38:23.312867",a0:99:9b:11:5b:d3,-55,nyu,Apple,
"2015-09-17 12:38:23.367687",a0:99:9b:11:5b:d3,-55,<None>,Apple,
"2015-09-17 12:38:28.975404",98:d6:f7:6a:a7:2e,-81,<None>,"LG Electronics",
"2015-09-17 12:38:29.821400",98:d6:f7:6a:a7:2e,-79,<None>,"LG Electronics",
"2015-09-17 12:38:38.027550",98:d6:f7:6a:a7:2e,-75,<None>,"LG Electronics",
"2015-09-17 12:38:39.638054",60:f8:1d:80:f2:e5,-77,<None>,Apple,
"2015-09-17 12:38:39.685791",60:f8:1d:80:f2:e5,-73,<None>,Apple,
"2015-09-17 12:38:41.640099",98:d6:f7:6a:a7:2e,-75,<None>,"LG Electronics",
"2015-09-17 12:38:41.695582",98:d6:f7:6a:a7:2e,-77,<None>,"LG Electronics",
"2015-09-17 12:39:23.427085",78:4b:87:e1:c6:8e,-77,ASA-College,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:39:23.472720",78:4b:87:e1:c6:8e,-79,ASA-College,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:39:23.519089",78:4b:87:e1:c6:8e,-75,ASA-College,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:39:23.570433",78:4b:87:e1:c6:8e,-73,ASA-College,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:39:31.377524",cc:3a:61:ca:e2:a2,-79,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-17 12:39:39.914151",30:c7:ae:e8:59:bc,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-17 12:39:39.967605",30:c7:ae:e8:59:bc,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-17 12:39:57.620744",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:40:22.997064",a8:9f:ba:c0:1f:42,-77,UHC_BKLYN_2,"Samsung Electronics Co.,Ltd",
"2015-09-17 12:40:23.053802",a8:9f:ba:c0:1f:42,-79,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-17 12:40:38.369375",a8:a6:68:ef:ca:9d,-79,<None>,"zte corporation",
"2015-09-17 12:40:38.424097",a8:a6:68:ef:ca:9d,-77,<None>,"zte corporation",
"2015-09-17 12:40:48.987685",f0:cb:a1:49:4a:7c,-75,<None>,Apple,
"2015-09-17 12:40:51.736043",48:e9:f1:98:fb:ea,-79,eduroam,Apple,
"2015-09-17 12:40:51.892225",b6:32:96:c2:7d:14,-77,<None>,"Admin OUI",
"2015-09-17 12:40:53.997493",a8:9f:ba:c0:1f:42,-81,Credico-AG,"Samsung Electronics Co.,Ltd",
"2015-09-17 12:40:54.048215",a8:9f:ba:c0:1f:42,-77,UHC_BKLYN_2,"Samsung Electronics Co.,Ltd",
"2015-09-17 12:40:54.133569",a8:9f:ba:c0:1f:42,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-17 12:40:56.769792",48:e9:f1:98:fb:ea,-79,eduroam,Apple,
"2015-09-17 12:41:11.971588",42:8e:b9:1e:0f:d6,-79,<None>,"Admin OUI",
"2015-09-17 12:41:14.424235",dc:37:14:48:14:80,-75,ImpreMedia,"Apple, Inc.",
"2015-09-17 12:41:17.039533",2e:b3:61:70:a4:df,-75,<None>,"Admin OUI",
"2015-09-17 12:41:17.095980",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:41:17.445973",e6:df:33:31:78:0e,-43,<None>,"Admin OUI",
"2015-09-17 12:41:31.621224",62:bd:e1:4e:44:71,-77,<None>,"Admin OUI",
"2015-09-17 12:41:46.814912",00:80:48:70:47:51,-71,strawberry,"COMPEX INCORPORATED",
"2015-09-17 12:41:49.600053",48:e9:f1:98:fb:ea,-77,eduroam,Apple,
"2015-09-17 12:42:03.464351",e6:df:33:31:78:0e,-45,<None>,"Admin OUI",
"2015-09-17 12:42:06.373450",00:61:71:81:14:54,-75,<None>,Apple,
"2015-09-17 12:42:06.621694",66:ec:8c:bf:cf:10,-77,<None>,"Admin OUI",
"2015-09-17 12:42:09.235276",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:42:09.638292",ec:1f:72:b2:f9:46,-77,SM-Guest,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:42:11.651437",70:14:a6:52:18:09,-77,<None>,"Apple, Inc.",
"2015-09-17 12:42:21.786387",00:61:71:81:14:54,-77,<None>,Apple,
"2015-09-17 12:42:23.512055",5e:36:e3:03:7a:be,-41,<None>,"Admin OUI",
"2015-09-17 12:42:23.563844",5e:36:e3:03:7a:be,-41,<None>,"Admin OUI",
"2015-09-17 12:42:25.659946",c4:9a:02:2d:6d:e4,-79,<None>,"LG Electronics (Mobile Communicaitons)",
"2015-09-17 12:42:25.721795",1e:e9:ef:1f:59:90,-41,<None>,"Admin OUI",
"2015-09-17 12:42:25.795051",1e:e9:ef:1f:59:90,-43,<None>,"Admin OUI",
"2015-09-17 12:42:25.867122",1e:e9:ef:1f:59:90,-43,<None>,"Admin OUI",
"2015-09-17 12:42:29.545811",10:a5:d0:00:7b:59,-75,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:42:36.420205",48:e9:f1:98:fb:ea,-75,eduroam,Apple,
"2015-09-17 12:42:38.478396",90:b6:86:ed:68:8c,-75,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-17 12:42:52.379530",2e:b3:61:70:a4:df,-77,<None>,"Admin OUI",
"2015-09-17 12:42:57.024515",d0:22:be:b1:65:3d,-73,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-17 12:42:59.428074",9c:d9:17:a1:d6:b2,-79,<None>,"Motorola Mobility LLC",
"2015-09-17 12:43:10.980930",7a:6e:73:6e:d0:58,-79,<None>,"Admin OUI",
"2015-09-17 12:43:15.319718",2a:8e:f8:6b:e7:f1,-41,<None>,"Admin OUI",
"2015-09-17 12:43:31.994827",c0:bd:d1:41:d8:6e,-77,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:43:32.080939",70:14:a6:52:18:09,-77,<None>,"Apple, Inc.",
"2015-09-17 12:43:32.134708",6a:4f:b3:e8:e4:03,-43,<None>,"Admin OUI",
"2015-09-17 12:43:33.901028",de:b0:b3:d4:3a:8d,-75,<None>,"Admin OUI",
"2015-09-17 12:43:36.346720",e8:50:8b:81:88:db,-77,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:43:40.517694",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:44:00.606068",70:14:a6:52:18:09,-75,<None>,"Apple, Inc.",
"2015-09-17 12:44:02.931989",30:0d:43:5e:30:b4,-79,<None>,"Microsoft Mobile Oy",
"2015-09-17 12:44:10.788223",c4:21:c8:5f:de:b9,-79,NETGEAR14,"KYOCERA Corporation",
"2015-09-17 12:44:10.861722",c0:bd:d1:41:d8:6e,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:44:10.922778",c0:bd:d1:41:d8:6e,-79,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:44:11.078653",2a:8e:f8:6b:e7:f1,-45,<None>,"Admin OUI",
"2015-09-17 12:44:16.550724",6a:4f:b3:e8:e4:03,-43,<None>,"Admin OUI",
"2015-09-17 12:44:17.333937",a6:5a:c9:d3:c3:b2,-75,<None>,"Admin OUI",
"2015-09-17 12:44:25.519739",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:44:39.182758",88:53:d4:2a:90:8a,-79,<None>,"Huawei Technologies Co., Ltd",
"2015-09-17 12:44:47.028857",46:73:f4:c7:97:36,-77,<None>,"Admin OUI",
"2015-09-17 12:44:48.698767",88:53:d4:2a:90:8a,-77,<None>,"Huawei Technologies Co., Ltd",
"2015-09-17 12:44:49.179028",88:53:d4:2a:90:8a,-75,<None>,"Huawei Technologies Co., Ltd",
"2015-09-17 12:44:49.977496",48:43:7c:c3:b9:c5,-57,nyu,Apple,
"2015-09-17 12:44:54.367204",2a:8e:f8:6b:e7:f1,-43,<None>,"Admin OUI",
"2015-09-17 12:44:59.191034",58:3f:54:c7:e7:b5,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-17 12:44:59.244016",58:3f:54:c7:e7:b5,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-17 12:45:31.020960",6a:4f:b3:e8:e4:03,-39,<None>,"Admin OUI",
"2015-09-17 12:45:32.799324",a6:5a:c9:d3:c3:b2,-77,<None>,"Admin OUI",
"2015-09-17 12:45:39.373069",2a:8e:f8:6b:e7:f1,-41,<None>,"Admin OUI",
"2015-09-17 12:45:42.454867",00:80:48:69:44:7f,-75,strawberry,"COMPEX INCORPORATED",
"2015-09-17 12:45:47.991735",00:80:48:69:44:7f,-73,<None>,"COMPEX INCORPORATED",
"2015-09-17 12:45:50.609919",b4:f0:ab:75:18:91,-79,<None>,Apple,
"2015-09-17 12:45:50.990881",48:43:7c:c3:b9:c5,-61,<None>,Apple,
"2015-09-17 12:45:51.045828",48:43:7c:c3:b9:c5,-61,nyu,Apple,
"2015-09-17 12:45:51.096709",48:43:7c:c3:b9:c5,-61,nyu,Apple,
"2015-09-17 12:45:51.726222",d4:37:d7:9d:6d:36,-79,<None>,"zte corporation",
"2015-09-17 12:45:52.233998",48:43:7c:c3:b9:c5,-57,nyu,Apple,
"2015-09-17 12:45:53.785199",00:80:48:69:44:7f,-73,strawberry,"COMPEX INCORPORATED",
"2015-09-17 12:45:59.561734",00:80:48:69:44:7f,-75,<None>,"COMPEX INCORPORATED",
"2015-09-17 12:46:03.385041",de:43:64:ca:10:96,-77,<None>,"Admin OUI",
"2015-09-17 12:46:05.352550",00:80:48:69:44:7f,-71,strawberry,"COMPEX INCORPORATED",
"2015-09-17 12:46:11.118058",00:80:48:69:44:7f,-71,<None>,"COMPEX INCORPORATED",
"2015-09-17 12:46:16.018961",6a:4f:b3:e8:e4:03,-53,<None>,"Admin OUI",
"2015-09-17 12:46:16.900759",00:80:48:69:44:7f,-73,strawberry,"COMPEX INCORPORATED",
"2015-09-17 12:46:21.561159",c0:ee:fb:27:62:97,-77,<None>,"OnePlus Tech (Shenzhen) Ltd",
"2015-09-17 12:46:22.693620",00:80:48:69:44:7f,-75,<None>,"COMPEX INCORPORATED",
"2015-09-17 12:46:24.384024",2a:8e:f8:6b:e7:f1,-43,<None>,"Admin OUI",
"2015-09-17 12:46:28.507783",00:80:48:69:44:7f,-71,strawberry,"COMPEX INCORPORATED",
"2015-09-17 12:46:32.678287",78:fd:94:1f:d5:b8,-75,<None>,Apple,
"2015-09-17 12:46:40.064028",00:80:48:69:44:7f,-75,strawberry,"COMPEX INCORPORATED",
"2015-09-17 12:46:40.519906",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:46:40.579092",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:46:59.222053",6a:4f:b3:e8:e4:03,-45,<None>,"Admin OUI",
"2015-09-17 12:47:12.306235",be:dc:80:2e:a8:e6,-75,<None>,"Admin OUI",
"2015-09-17 12:47:20.438730",2a:8e:f8:6b:e7:f1,-59,<None>,"Admin OUI",
"2015-09-17 12:47:24.543889",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:47:32.169572",34:12:98:e3:84:7f,-79,ImpreMedia,Apple,
"2015-09-17 12:47:44.216448",6a:4f:b3:e8:e4:03,-57,<None>,"Admin OUI",
"2015-09-17 12:47:56.439992",6a:54:a5:30:4d:4a,-81,<None>,"Admin OUI",
"2015-09-17 12:48:06.840075",6c:94:f8:31:f8:c9,-77,<None>,Apple,
"2015-09-17 12:48:07.071213",2a:8e:f8:6b:e7:f1,-65,<None>,"Admin OUI",
"2015-09-17 12:48:07.170551",a8:8e:24:40:b8:20,-73,<None>,Apple,
"2015-09-17 12:48:07.225941",a8:8e:24:40:b8:20,-73,<None>,Apple,
"2015-09-17 12:48:08.703077",00:24:1d:bb:07:77,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:48:08.753135",00:24:1d:bb:07:77,-79,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:48:08.797313",00:24:1d:bb:07:77,-79,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:48:08.851074",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:48:08.910630",2e:b3:61:70:a4:df,-69,<None>,"Admin OUI",
"2015-09-17 12:48:14.564190",a8:8e:24:40:b8:20,-73,<None>,Apple,
"2015-09-17 12:48:18.510789",f0:4f:7c:9f:ed:83,-77,Belkin_N_Wireless_32FACF,PRIVATE,
"2015-09-17 12:48:22.032268",9e:db:c9:9e:fe:96,-75,<None>,"Admin OUI",
"2015-09-17 12:48:29.063329",34:a3:95:9b:b8:ac,-77,<None>,Apple,
"2015-09-17 12:48:44.914263",d0:a6:37:6a:bf:c2,-77,wehealny,Apple,
"2015-09-17 12:48:57.473337",d0:22:be:ee:18:59,-79,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-17 12:48:58.299510",a8:8e:24:40:b8:20,-71,<None>,Apple,
"2015-09-17 12:48:58.349397",a8:8e:24:40:b8:20,-73,<None>,Apple,
"2015-09-17 12:49:07.034045",9e:db:c9:9e:fe:96,-75,<None>,"Admin OUI",
"2015-09-17 12:49:08.379688",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:49:08.434576",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:49:19.995854",78:4b:87:76:4e:53,-75,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:49:21.139195",7a:41:68:05:4d:4f,-77,<None>,"Admin OUI",
"2015-09-17 12:49:24.395949",be:dc:80:2e:a8:e6,-75,<None>,"Admin OUI",
"2015-09-17 12:49:35.427769",f0:db:e2:ec:1d:2a,-77,<None>,Apple,
"2015-09-17 12:49:42.572324",f0:a2:25:7c:9f:0a,-77,"L Apple",PRIVATE,
"2015-09-17 12:49:43.659522",5c:f7:c3:2b:29:96,-77,<None>,"SYNTECH (HK) TECHNOLOGY LIMITED",
"2015-09-17 13:15:44.071682",42:aa:27:80:4a:14,-75,<None>,"Admin OUI",
"2015-09-17 13:15:58.260971",c0:bd:d1:50:5e:aa,-77,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 13:15:58.318481",c0:bd:d1:50:5e:aa,-77,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 13:16:02.814909",48:86:e8:a0:90:30,-73,<None>,"Microsoft Corporation",
"2015-09-17 13:16:03.413994",c0:bd:d1:50:5e:aa,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 13:16:05.187062",48:86:e8:a0:90:30,-73,"YCICC Public","Microsoft Corporation",
"2015-09-17 13:16:05.248010",48:86:e8:a0:90:30,-75,YCICC,"Microsoft Corporation",
"2015-09-17 13:16:09.512693",0c:74:c2:59:ca:9a,-75,<None>,Apple,
"2015-09-17 13:16:19.176417",d2:56:7d:5d:6f:d8,-75,<None>,"Admin OUI",
"2015-09-17 13:16:19.234449",d2:56:7d:5d:6f:d8,-71,<None>,"Admin OUI",
"2015-09-17 13:16:30.082163",9c:65:b0:56:8d:0b,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-17 13:16:34.090673",c0:bd:d1:50:5e:aa,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 13:16:38.573730",78:fd:94:05:0d:aa,-73,<None>,Apple,
"2015-09-17 13:16:46.496565",a8:8e:24:40:b8:20,-71,<None>,Apple,
"2015-09-17 13:16:56.042003",e2:b3:70:ba:c8:7d,-75,<None>,"Admin OUI",
"2015-09-17 13:16:57.832182",0a:59:14:3d:45:f4,-65,<None>,"Admin OUI",
"2015-09-17 13:17:07.465126",d4:0b:1a:4f:51:e7,-75,<None>,"HTC Corporation",
"2015-09-17 13:17:08.412520",2a:16:ac:3b:84:ff,-75,<None>,"Admin OUI",
"2015-09-17 13:17:08.474853",2a:16:ac:3b:84:ff,-75,<None>,"Admin OUI",
"2015-09-17 13:17:14.053100",42:aa:27:80:4a:14,-75,<None>,"Admin OUI",
"2015-09-17 13:17:23.200171",90:3c:92:85:38:bd,-79,nyu,Apple,
"2015-09-17 13:17:32.326582",40:0e:85:54:89:70,-79,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-17 13:17:44.059606",00:17:c4:79:24:89,-77,XHF46,"Quanta Microsystems, INC.",
"2015-09-17 13:17:58.726617",a0:99:9b:11:5b:d3,-39,<None>,Apple,
"2015-09-17 13:17:58.778457",a0:99:9b:11:5b:d3,-41,<None>,Apple,
"2015-09-17 13:18:00.961411",72:50:99:1e:5c:d3,-73,<None>,"Admin OUI",
"2015-09-17 13:18:13.801434",a8:66:7f:45:48:74,-75,<None>,Error,
"2015-09-17 13:18:14.067178",a8:66:7f:45:48:74,-77,<None>,"Apple, Inc.",
"2015-09-17 13:18:21.329556",a8:66:7f:45:48:74,-77,<None>,"Apple, Inc.",
"2015-09-17 13:18:27.509946",60:be:b5:f6:02:aa,-71,DowntownBrooklynWiFi_Fon,"Motorola Mobility LLC",
"2015-09-17 13:18:27.563146",60:be:b5:f6:02:aa,-77,DowntownBrooklynWiFi_Fon,"Motorola Mobility LLC",
"2015-09-17 13:18:29.096829",d4:f4:6f:35:52:44,-65,nyu,Apple,
"2015-09-17 13:18:29.147310",d4:f4:6f:35:52:44,-67,nyu,Apple,
"2015-09-17 13:18:30.016336",d4:f4:6f:35:52:44,-65,nyu,Apple,
"2015-09-17 13:18:31.334394",a8:66:7f:45:48:74,-77,<None>,"Apple, Inc.",
"2015-09-17 13:18:50.702668",a0:39:f7:28:7a:d4,-73,<None>,"LG Electronics (Mobile Communications)",
"2015-09-17 13:18:50.752035",a0:39:f7:28:7a:d4,-77,<None>,"LG Electronics (Mobile Communications)",
"2015-09-17 13:19:01.658234",4a:fa:c5:14:ca:91,-73,<None>,"Admin OUI",
"2015-09-17 13:19:02.743089",00:80:48:67:58:13,-73,<None>,Error,
"2015-09-17 13:19:02.958731",00:80:48:67:58:13,-75,strawberry,"COMPEX INCORPORATED",
"2015-09-17 13:19:15.481536",00:80:48:67:58:13,-71,<None>,"COMPEX INCORPORATED",
"2015-09-17 13:19:15.532443",00:80:48:67:58:13,-73,strawberry,"COMPEX INCORPORATED",
"2015-09-17 13:19:19.790376",a8:66:7f:45:48:74,-75,<None>,"Apple, Inc.",
"2015-09-17 13:19:22.059478",00:80:48:67:58:13,-75,<None>,"COMPEX INCORPORATED",
"2015-09-17 13:19:23.377561",2a:16:ac:3b:84:ff,-75,<None>,"Admin OUI",
"2015-09-17 13:19:23.524876",a8:66:7f:45:48:74,-77,<None>,"Apple, Inc.",
"2015-09-17 13:19:28.836248",00:80:48:64:8a:ef,-73,strawberry,"COMPEX INCORPORATED",
"2015-09-17 13:19:34.860741",a2:b3:34:0a:44:52,-75,<None>,"Admin OUI",
"2015-09-17 13:19:34.915812",a2:b3:34:0a:44:52,-77,<None>,"Admin OUI",
"2015-09-17 13:19:35.116933",00:80:48:67:58:13,-75,<None>,"COMPEX INCORPORATED",
"2015-09-17 13:19:40.935987",90:18:7c:01:c6:af,-73,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 13:19:41.270422",00:80:48:67:58:13,-75,<None>,"COMPEX INCORPORATED",
"2015-09-17 13:19:47.691424",00:80:48:67:58:13,-75,<None>,"COMPEX INCORPORATED",
"2015-09-17 13:19:54.028257",00:80:48:67:58:13,-75,<None>,"COMPEX INCORPORATED",
"2015-09-17 13:19:54.080649",00:80:48:67:58:13,-73,strawberry,"COMPEX INCORPORATED",
"2015-09-17 13:20:00.903694",00:80:48:67:58:13,-71,<None>,"COMPEX INCORPORATED",
"2015-09-17 13:20:07.448031",00:80:48:67:58:13,-73,<None>,"COMPEX INCORPORATED",
"2015-09-17 13:20:07.499616",00:80:48:67:58:13,-75,strawberry,"COMPEX INCORPORATED",
"2015-09-17 13:20:22.022896",80:6a:b0:65:1d:61,-81,TWCWiFi,"Tinno Mobile Technology Corp",
"2015-09-17 13:20:22.901764",80:6a:b0:65:1d:61,-75,TWCWiFi,"Tinno Mobile Technology Corp",
"2015-09-17 13:20:22.984200",80:6a:b0:65:1d:61,-77,<None>,"Tinno Mobile Technology Corp",
"2015-09-17 13:20:24.960410",80:6a:b0:65:1d:61,-75,TWCWiFi,"Tinno Mobile Technology Corp",
"2015-09-17 13:20:25.012690",80:6a:b0:65:1d:61,-75,<None>,"Tinno Mobile Technology Corp",
"2015-09-17 13:20:26.016764",80:6a:b0:65:1d:61,-79,<None>,"Tinno Mobile Technology Corp",
"2015-09-17 13:20:29.828835",80:6a:b0:65:1d:61,-77,<None>,"Tinno Mobile Technology Corp",
"2015-09-17 13:20:29.889890",80:6a:b0:65:1d:61,-77,<None>,"Tinno Mobile Technology Corp",
"2015-09-17 13:20:40.260959",42:aa:27:80:4a:14,-75,<None>,"Admin OUI",
